sentence,review_title,Sentiment_Type
come mumbai bandra visa renewal booked hotel two days really really impressed service hotel surely recommend friends family members great experience want thank respected representatives hotel took great care two days stayed may god bless,"Sofitel , a memorable day",1
first stay sofitel bkc checkingin told upgraded pleasant experience room spacious excellent view extremely comfortable specifically liked bedpillows peaceful comfortable sleep ensures one fresh next day breakfast multiple options tastes service extremely swift responsive yes really improve understanding madras filter coffee south indian disappointment overall enjoyed stay will surely go back town blindly recommend friends family,Anil Sane,1
property well structured apt place business meets service provided staff excellent hear willing help requirements time specially thank jhony willing assist us requirements extremely quick work precision without inch hesitancy mrabu manage see staff providing required services dint disappoint us one bit hospitality appreciate sachins assistance appreciate delicious food cooked chef minanath apart mscynethra gomes sashika rai helpful cooperative assisting us finalizing venue,Smiling friends,1
always come dine jyran pondicherry cafe first time im staying loved staff lively special mention club jagruti bedi rohit amazing service will come soon,Customer satisfaction,1
mumbai last month attend conference happened sofitel bkc new mumbai called hotel word mr anand frontdesk coordination polite professionally coordinated everything impressed way coordinated thought meet conference later came know duty manager impressed way talking earth nature food hospitality conference best always recommend friends conference hotel immensely appreciate help mr anand,American visa renewal,1
extraordinary level service attention smallest detail comfortable rooms attentive staff range restaurants best hotel experience india far highly recommended,"Short, sweet and Invigorating",1
staff helpfull rooms well equiped luxuray espresso machine wwinner bathroom personal super sexy bathtub amazing gym pool steam room jacuzzi loved breakfast looking forward stay,Grand Salon,1
good location easy acess south mumbai worli sea link well bandra shopping friendly staff trying hard rooms good slightly overdecorated full food podicherry good assortment weekdays easy late checkout,Execellent service,1
attended conference organized multinational rating agency grand salon sofitel bkc 8th june experience left much desired one main entrance able guide location busy chit chatting reached main lobby asked go security check done told actually wrong building needed go side entrance told guard lobby actually directing people wrong way one wanted listen forced go security check now onto venue conference venue nothing great run mill conference room real problems started conference startedthe air conditioning,Outstanding food and best hospitality,-1
one night stay really great experiencespeacial thanks ms sabina got special arrangements done room deco cake greeting card perfect made daywill definitely cuming back,Fantastic,1
behalf group guests came mumbai celebrate daughters wedding salute management staff sofitel bkc providing excellent facility service one roof people made stay memorable many name let say came departments concierge front desk guest services lobby buffet restaurant housekeeping reservations fascinated every single one group individual came across regardless position happy helpful delightful performanxe duties many times going beyond call duty people contemplating visiting mumbai business pleasure may add place,Awsome stay,1
staff reception housekeeping staff throughout hotel helpful positive helping early checkin late check great coffee maker room rooms large comfortable gym well equipped spacious interesting cable equipment innovative wine cellar knowledgeable staff help guests wine selections pairing try chocolates confectionery,Good Location,1
staying sofitel last 3 years never disappointed food hospitality always best wish best team keep good work hope see guys soon,Overrated,1
went wedding stayed 9 nights sofitel bkc breakfast superb rooms cozy comfortable beds basic necessaries provided rooms cleaned twice supply fresh towels best birthday surprise hotel staff cake beautiful silk bedding flowers special note sorry go say nice place stay staff friendly helpful,A wonderful stay,1
must visit place specially liked package offered first night bmw pick drop upgrade presidential suite 5 course meal complementary delicious jyran restaurant rooms super romantic nice city scenic view food variety taste uniqueliked tuskers restaurant traditional cuisine special thanks mr parag shah highly hospitable helpful levels,Wedding,1
hotel sofitel excellent 5 star property located bkc g block mumbai awesome ambience fantastic food programme bkc specially thank ms cynethra coordinating mr abusachin jhonny vikas chef minanath excellent service food qualityi recommend stay programmes hotel sofitel,"Helpful, friendly and comfortable hotel",1
pondicherry cafe first time friend accor member last years first visit undoubtedly experience superb ordered kathi rolls coffee us server arjun courteous suggested us filter coffee important meal day twicethanks ton arjun,As usual the best ,1
arrived hotel 9th may 2017 stayed 3 nightswe welcome entrance booked taken room got realised room set two people 3 us staying room told porter within 5 minutes arrived extra set towels etc air condition unit good quiet room laptop plugs tape staplers shoe cleaning kit fact every thing will need pool side towels bottles water sunbeds gym well equipped spotless breakfast excellent food suit palates stayed number 5 hotels around world rate 1 certainly stay recommend,Excellent experience,1
wonderful stay sofitel mumbai bkc ambience comfort location hotel first rate quality service staff super courteous helpful decent eating options inhouse viscinity pleasant experience,Outstanding and refreshing,1
rooms big opulent unlike lot business hotels go minimalist theme staff always friendly helpful upgraded arrival room ready early arrival food wonderful well especially selection oriental cuisine,Indian Chamber of Commerce,1
great visit sofitel quick visit club great see denver myrone merwyn hospitality second none nice bite eat artisan looked marshneil good live music clary well worth visit,Coffee love,1
visited june 3rd birthday celebration awesome service plush bedding great buffet choice delicious breakfast concierge really helpful house service exceptional big thanks sagar surprised decoration bathroom bed,Excellent Hotel,1
approx 65 rooms sofitel hotel functioncouldnt wait back review amazing hotel amazing staff checking smooth 100 guests checked without hasselspecial mention sushma excellent hospitalitythe way took checkin unbelievablefood jyran amazingin nutshell amazing hotel amazing hospitalitywould come back againhighly recommended hotel,Great Stay,1
arriving hotel crook neck staff couldnt help enough going chemist pick drugs ease pain staff incredibly supportive everywhere went friendly smile always made eye contact said hello buffet breakfast dream come true almost anything want even cant see ask good chance make even run cash last day india staff still prepared book uber hotel devices find way hotel within whatever budget travelled work pretty dull hotels around world staff jobs sofitel mumbai bkc staff treat hotel,Excellent stay,1
member stayed sofitell sofitel india staff proactive always ready help makes family coming staff hotel membership cant avail discounts room serviceplease will superb overall good experiencespecial thanks reception staff giving us complementary late checkout late flight catch singapore,Great food at Artisan,1
amazing experience hotel stayed hotel may 21 3 nights staff took care every requests adjoining rooms made order breakfast booking olauber cell phones etc staff decline tips good service far cry experience hotels big thank wonderful staff made difference putting customer first shout goes elton mendes vinod rohan anuj manjushka meethil ruhi priyanka ahana akshay yogesh kristian ritesh others family looks forward staying sofitel next visit,Great service,1
awesome service hygiene meeting clients delegates india service staff arrangement conference room really great,Catapult conference,1
amazing reaction first saw bedroom beautiful hotel really clean employees point breakfast really good find anything pool really beautiful restaurants good sofitel amazing stay refer hotel anybody,"Amazing service, Great facilities, the friendliest staff",1
sofitel delivers perfect guest experience hotel become home away home time step car outside front door warm welcome coupled absolute professionalism something admired team club lounge always go extra mile look guests anytime day night almost unfair single anyone huge thanks denver sujay mayur rahul nitesh along trupti guys make huge difference every day big thanks prashant housekeeping always looking room well travel lot stay quite hotels across india one look forward sofitel,Sofitel loyalist,1
last saturday may 27th wife visit sofitel luxury hotel bandrakurla complex dinner went tuskers dinner visited artisan pastry met marshneil senior manager artisan surprised see wide variety pastry cookies marshneil gave us nice vegetarian cake packed asked us whether chocolates said look took us inside shop showed us wide spread chocolates even select put box assorted chocolates gave us yet another bag marshneil picked two bags holding hands old 88 took first floor tuskers seeing,Top notch customer service experience and amazing staff,-1
organised conference dinner sofitel start finish experience amazing entire team starting ronald handled bookings team managed event abu raj sachin kanse mahesh nikesh ganesh shashi helpful every request put forward adhered event went smoothly big thank chef amar well putting best fish butter chicken attendees stop relishing pleased sofitel experience look forward working team,Awesome,1
went dinner rajasthan food festival family great food super taste nice hospitality member hotel nice interior need improve quality food good visit,Wonderful stay at the Sofitel,1
sashimi banquet incharge great help entire event banquet booking selecting menu every guest complimented ambience service sumptuous food served right start end event point service food dip quality sofitel experience best experience far banquets extremely flexible accommodating ideas decor everything make event success thank making day special without sashika team wouldnt possible makes event provides best,Home away from home,1
buffet spread sofitel bkc widespread variety cuisines cater varying tastes ambience cosy courteous unobtrusively attentive staff make truly wonderful experience special mention mountain v njoid blue lagoon,"Excellent Pastry, Chocolates and Services",1
stayed 2nd time year friendly helpful staff food good service excellent tq prashant restaurant kind packing toiletry things cake box,“Event at Sofitel was a great experience”,1
hi m happy write something past experience m much glad share views dinner hotel good experience best hospitality got feel especial tuskers bcoz every staff attentive even two chef mr vinod chef sanjay comes city especially rajasthani food talk know brief details food food ordered much testy well cooked bcoz loved dal baati churma m much happy m thanks service staff especially mr narayan famarilier us know information local city staff much attantive helpful thanks feel,Dinner,1
recommended place fair times friends colleagues work group finally decided pay hotel visit tucked away fairly quiet part city afternoon exactly needed loved restaurants food vibe artisan bar area jyran definitely dropping big ups concierge team entire staff general made sure enjoyed time,1st birthday celebration,1
working bkc doesnt leave many choices lunch another hot june month one wants lunch crunchy salad ice cold lemon ice tea fries added cause good week diet side saw chef send delicious sandwich marshniel brought salad nicoise looks yummy ice tea ticked chilled today service last visit spectacular artisan sofitel officially fav hang ps looking host cooperate event little function call marshniel packages crazy cool stylish friendly tasty great value,Excellent,1
stayed sofitel office bkc positives stay 1 room 10th floor clean well decorated 2 bathroom tub great order 3 polite helpful staff 4 excellent food options loved french onion soup french restaurant chef made custom sandwich thing improved tv service hathway set top box showed cricket match tamil commentary selected french open,Friendly Hotel,1
hosted recent event hotel must sales service staff really cooperative food ambiance really good client appreciated service received truly value money,Amazing hospitality and fabulous service,1
service provide manjusha room 5 star thank sofitel service provide stay friendly kind respectful amble good service recomend hotel,Worth it,1
excellent hotel compact conference food good hotel staff always ready help even smallest thing hotel rooms nice definitely look forward organise another event,Another Fab Lunch,1
amazing experience sofitel staff hospitality truly amazing rajasthan food festival really enjoyed food specially sweets recommend go enjoy real taste vegetarian cuisine,Ideal place to stay in BKC,1
back sofitel consistency one sees excellent service even better experience takes breath away spent lot time club millesime service warmth merwyn team makes want go back time every time tuskers love authentic gujarathi cuisine great service narayan team time around rajasthani food festival chef vinod sharma fairmont jaipur weaving magic complete finger licking food kudos food die narayan welcoming way vote will always go sofitel,Great Service,1
fantastic hospitality excellent food great taste gone three times month every time exiciting new restaurant whole staff friendly cordial chef takes personal care requirement customers gone rajasthani food festival family vegetarian enjoy pace veg restaurant food taste home food quality food fantastic fusion rajasthani gujarati north indian must place visit,Top service on my room and hotel facilities,1
area selfyou absolute must stop enjoy minute best lounge mumbai nice welcoming staff say hello friend merwyn staff rahul denver vrushali come enjoy urself,Conferencing experience at Sofitel,1
went sofitel mumbai bkc restaurant food festival friends food yummy service good first served starters pineapple hazelnut juice soooooo damn good mix chocolate hazelnut pineapple perfect now comes main course delicious menu gets taste buds active thanks chef vinod sharma sanjay singh met dinner especially thanked great dinner recommend everyone go sofitel one best dinners addition service excellent cherry top,Gujarati and rajasthani food,1
rooms nice comfortable stay good food basic needs traveler taken care staff polite efficient got mail housekeeping team next day forgotten phone adapter without reminder feel great,Love the hotel,1
hotel good location close airport great service especially club floor recommend indian restaurant good quality service enough opportunities relaxation,Our Sunday dinner at Sofitel,1
excellent food great ambiance prompt service try dal makhani best part mumbai outdoor sitting pleasant gives feeling indian arena surrounded modern age commerical complex rare mix world,Club Millesime Sofitel hotel BKC,1
visited tuskers veg restaurant sofitel dinner 30th may rajasthani food festival food delicious served hot experience good service best always whenever go restaurant sofitel hospitality best chef taking round delighted know remembered food recollected last time visited tuskers strongly recommend vegetarians want enjoy good meal family friends,Awesome Hotel with fantastic service,1
ordered take away lunch 10 people 29th may 2017 pondichery restaurant manager elton helped selecting best menu made sure food ready time wanted parcel early 1130 service excellent called check food delivered guess wasnt work time later check guests enjoyed guest enjoyed food thank,Luxury stay amidst hectic business tours,1
board meeting may needed video conference new york london worked dream audio video quality excellent bandwidth obviously good business centre facilities great food service good stayed night meeting room service prompt menu choices brilliant breakfast buffet spread next day good room comfortable decor different avant garde lot glass instead usual wood work furnishings rich caught eye rather blending lobby smaller side decor porch interesting two red colored vintage cars display permanently chique different kind experience,Great business hotel,1
really v good event organised hotel staff really good n supportive good ambience friendly atmosphere n spl thx sharan n amar gade good staff apreciate work n support towards guest thank,Fine Dine experience at its best,1
visted le bar sofitel bkcwas looked dedicatedwarm n friendly bantender akshay pardesihe customised drinks n even suggested dinner options restauranti really great evening thanks himhis customer service skills impeccable,Visited Tuskers at Sofitel,1
well wanted experience sofitel hospitality family year experience though already jyran pondicherry cafe liked food dining experience truly enjoy culinary experience inhouse guest upgrading self prestige suite worth money family truly felt pampered bose sound throughout suite plush interiors quite wonderful experience staff sofitel friendly great hosts throughout stay got early checkin good upgrade offer komal sharma enjoyed food great discounts accor plus membership thanks prashant team healthy freshly made ala carte breakfasts,Fantastic Service,1
great hotel modern cool design spacious rooms staying 3 years now staff friendly helpful food great indian french cuisine best wood fire pizzas special thanks vaibhav pondichery restaurant excellent service,Great business hotel in BKC with a touch of Avant Garde,1
ive always fan rtisans cigar lounge sofitel bkc time decided take two rooms overnight weekend stay full gangmy wife two kids parents parents loved relaxing pool bars flaked super comfy rooms kids blast kiddy zone sunday brunch pondicherry cafe followed leisurely swim lasted till early evening pool biggest extremely cleanloved pool bar concept staff sofitel one best experienced terms politeness complying requests willingness speed room expect luxury 5 star comfy attention detail classy tableclock,Fanatbulously fantastic,1
stayed business purpose room comfortable well thought toilet kits exhaustive service great food spread comprehensive breakfast consisting south indian north indian continental oriental cuisines mention service need hair oil called room service guessed might normally provided took half hour meant instead telling somebody actually ran satisfy guest good show guys secondly bathroom well stocked noticed soap wash basin bar see liquid soap bar quite wasteful,Consultant,1
hotel chosen sister father stay family vacation moment booked hotel customer service centre day checked staff consistently added personal touch make sure needs met enjoyed stay much return trip mumbai chose stay sofitel bkc credit decision goes following individuals trupti guest relations team lead handled queries repeated booking phenomenal job adding personal touch courtesy stay kunal club millésime made sure always welcomed spot unwind nice selection snacks drinks andor meals,A short sojourn @Sofitel BKC,1
stay sofitel mumbai 2 years excellent experience enjoying hospitality care respect received various staff sofitel personally home away home extend gratitude special thanks msprajakta guest services mshimangi room dining msurvi guest services professional commendable dedication towards work wish good luck staff sofitel future endeavours regards capt hs virdi,Best in BKC,1
good service staff helped us manage eveny really well food awesome good place business inspired meeting planning business meeting try sofitel bkc thanks staff help managing well,Loved the stay Lovely hospitality,1
friendly staff checked prior standard time greatly helped freshen hectic office schedule jyran restaurant amazing food good loved decor open air terrace,Classy and luxurious,1
supportive team headed abu truly pleasure hosted events herethe entire team including abujhonyvikasraj chef meenanath best ensure event ran smoothly library theme got attention delegates truly commendable efforti highly recommend,"Sofitel staff doesn't just satisfy their customers, they delight them",1
really relaxing weekend staycation package couples elton pondicherry café warm wonderful host took care requests amazing tasting food great variety nice ambience solid service highly recommend breakfast well meals try multigrain croissant youre going breakfast,CAPT H S VIRDI,1
amazing experience used stay trident earlier now sofitel one will choose everytime gorgeous interiors outstanding hospitality standards raised hard beat,Conference for 1 day,1
worth spending day sofitelthe hospitality greatthe food resturant tuskers awesomestaff caringenjoyed leisure gym equipped every needspecial thanks receptionist jinen taking care every need,Good business hotel,1
organised event sofitel hotel supportive banquet staff increasing minimum guarantee hours event last minute requirement banquet staff prompt supportive arranging thankful benoy chef menanath uday sachin sagar vijay sanjeet abu successful event,One of the best hotels Truly Supportive Team,1
best rajasthani food mumbai special thanks chef vinod sharma chef narayan making experience wonderful best place rajasthani food connoisseur must visit place foodies,Superb service,1
never good rajasthani food mumbai authentic rajasthani taste wide variety beautiful ambiance went friends good time thanks chef vinod sharma chef narayan delicious preparations,"Excellent Hotel, Amazing Breakfast Buffet",1
property well maintained staff overwhelmingly good moment enter property every person valet watchmen reception bell boys restaurant staff etc etc every person welcoming cordial helped us everything needed single complain whole property especially komal reception played major role ensuring experience stay perfect strongly recommend everyone stay frequent traveller one best accommodation experience long time hospitality best far best experienced least india,Great place for accomodation,1
experience sofitel always one best hotel well placed bkc good ambience highly cooperative staff namely cynethra abhu johny deepak sanjeet chef menanath got quick response terms last minute request,Good experience with a very supportive banquets team,1
stayed twice loved every visit staff welcoming friendly coming homethe rooms beautifully appointed wifi works well wonderful place relax enjoy club lounge nice spread mspriyanka extremely helpful fulfilled demands perfect ambassador hotel overall experience staying hotel perfect 55 definitely recommend hotel friends,Rajasthani Food Festival,1
fantastic experience ambience family enjoyed dining pondichery quality food good plenty lot varities satff extremely courteous caring hotel clean neat lot space movement,Awesome Rajasthani food,1
3 days back greeted welcoming staff good feel visiting unique way attending guest helping stuck upon,The most polite helpful humble and welcoming staff in Mumbai Hospitality at its best,1
outstanding experience dinner sofitel mumbai bkc pondicherry cafe will grateful duty manager mr anand ojha making special special friend making night unexpected hospitality travelling beautiful ambiance best welcome colleagues food drinks one best life far best surprising cake us thank much mr ojha colleagues will highly recommend couples family dinner,Day long conference,1
experience times sofitel always pleasant stays experience thought worth writing warmly welcomed staff prompt service escorting room inspite hotel fully booked breakfast always elaborate delicious rooms contemporary touch comfortible bed amongst hotels stayed mumbai house keeping quite attentive well make special mention mr nimesh pandav whos duty manager hes extremely professional cooperative friendly whatever query problem solve efficiently professionaly mr sharom director f b always invited welcomed try new,“Super relaxing”,1
rarely five star property better expectationssofitel rare categorytruly wonderful property extraordinary service standards combined great foodthe special care took make every guest happy thats really appreciatedtheir eggs benedict pancakes must havespecial mention arjun constantly smile serving us hotel staff went beyond help us facilitate meetingseveryone reception staff concierge team pondicherry team excellent absolutely stay business urge anyone book stay treat yourselfoverall excellent experiencewell done sofitel mumbai,Experience,1
nice decoration internal volumes layout excellent personalized services guests beautiful swimming pool large gym nice terraces amazing diversified restaurants open cuisine thank congrats,One of the best staff,1
spent weekend staycation 5 senses offer amazing experience rooms excellent extremely comfortable excellent evening pool relaxed followed spa treatment included deal absolutely worth really perfect getaway dinner involved 5 course meal artisan restaurant chef specifically curated special menu us food excellent cocktails amazing subtle jazz music perfect place dinner drinks breakfast morning incredible spread ranging indian continental literally everything menu eggs benedict well pancakes must try special thank warm welcoming staff made,It was Exceptionally Outstanding ,1
great service welcoming staff warm feeling start end service prompt visit memorable recommend every one stay property one best mumbai club millesieme,Luxury at its best - experience is always overwhelming,1
superb hospitalitysamruddh pawar person suggested us arranged dinner us team mates made us surprised birthday girl made feel special family will recommend people know mr pawar will make happy indirectly us keep sure seeing work dedication will soon promoted upper level bestregards nimit panchal,Better then expectation,1
wonderful experience hotel space food amazing hospitality staff remarkableyoure always greeted smile make sure youre addressed name call guest services theyve left handmade bookmarks colleagues avid readers presented personalised mug based star sign said beauty details,Business trip Mumbai,1
thrilled mention abt successful corp event sofitel mst acknowledge sofitel team g8 job special mention chef mananath xcellent food sagar kulkarni abu uday sachin vijay sanjeet others ur polite behaviour efficient guest relation,Staycation,1
sofitel 2 days back tried food pondichery cafe friend mumbai special mention specially made mango rabbdi chef vividh superb mouth watering must try hotel ambience restaurant classy will recommend friends colleagues want meet chef vividh special delicacies,Staff rocks,1
came place many times never enough mesmerising ambience service always keep upto expectations visited sofitel lunch buffet husbandthe food served lavish delicious always desserts yummy definitely mention arjun service standardsvery courteous helpful warm service,Birthday,1
second visit surprised see staff remembered name felt returning back family gurmeet welcomed smile walked reception walked club reception girish club room everything flawless trupti took care signing work surprisingly details last visit nothing worry served fresh watermelon juice denver highly appreciated kill summer heat time lucky room 14th floor blessing helped make club servicesmyronemerwyndenverrahulsujayniteshvrushalimayurrohitamolchef amit chef akshay ensured taken care,The beauty is in the details of their hospitality,1
sofitel mumbai looking rooms first wedding night rite time entered lobby greeted vrushali lobby manager offered us assistance packages room options shown across rooms detailed hotel orientation oyster guest relations rooms spacious done vibrant colours restaurants bar choose cant wait visit sofitel soon thank vrushali oyster pleasant experience,"Courteous, well trained & efficient staff",1
value money comfortable rooms friendly staffnice gym central location round clock availability cabsfast room serviceac works well even hot summerfast check check,Chef Vividh and his mouth watering Mango Rabdi at Pondicherry Cafe,1
big thank pondicherry cafe giving us memories life making special day even special food delicious arrangements amazing nice ambience courteous staff prompt service nice table decor definitely love recommend visit friends family,Mesmerising place,1
gone jyran restaurant sofitel hotel bkc celebrate birthday firstly noticed hotel bright bursting energy gives vibrant feel greeted warm smiles staff went dining mother wife daughter jyran restaurant stewards manager courteous gave us warm welcome food ambience great hurried complete meals miss murg al jyranone best eaten prices bit high experience makes chef ie chef vijay singh came ask us food even served us complementary maa ki dal mind blowing overheard wife mentioning getting cake promptly,Exceptionally excellent,1
visited place meeting partner first wen pondicherry cafe quick lunch place must visit bkc food ambience everything way good farzana archana cafe attentive preference later headed meeting second floor business centre surprise great librarya big shout jatin helpful ready meet every last minute request made shabana warm welcoming realising meeting wait back hour offered books read library arranged coffee good time reading waiting upon even helped book ola cab endand exit mahadev man,Feel welcome,1
nice property reasonable prices modern nice restaurants best spa spa staff chan spa one best massage therapist experienced will definitely go back thank,Super luxurious hotel,1
stayed sofitel wifes visa stamping convenient 5 mins walking distance embassy right behind hotel regarding stay totally fabulous experience starting front desk housekeeping team restaurant staff everyone professional made stay memorable luxurious special mention mayur ashwini ayesha really took time make us feel special gave unique treat son highly recommend luxurious hotel,Surprise Birthday Lunch,1
stayed second time another fab stay hotel staff wonderfully polite accommodating room spotless turn service provided without asking club lounge excellent mspriyanka icing cake hospitable demands met perfect ambassador hotel excellent options food beverage club lounge service prompt efficient overall amazing stay will surely recommend hotel friends big thank u ms priyanka making stay memorable,Jyran restaurant in Sofitel,1
come visit friend surprise setup done friend celebrating anniversary made right choice choosing hotel housekeeping team done great job special setup done different linen pooja helpful floors requests done first call thank,Where Excellent is an Understatement,1
lunch pondicherry cafe gastronomical delight service brakeborn farzana attendance commendable give 55 rating good wishes keep good work pleasure preeti chadha,The best spa,1
requested early check time flying africa platinum member used perks nothing beats trying find suitable accommodation even turn early special shout team club lounge guidance merwyn perform best smile cocktail hours treat impeccable service lounge,Memorable experience,1
center city feet away offices sofitel bkc wonderful experience airport pick room service spotless breakfast club privé 14th floor added plus warm service staff ground floor made day prashant team colleagues made sure authentic local breakfast experience suggesting various local dishes soothing palette definitely coming back,Excellent stay & extremely hospitable staff,1
wedding function treated superb facility well service provided recommend everybody visit sofitel atleast experience thanks team sofitel special thanks sushma roy always available help whenever needed,Neat and clean hotel,1
third stay sofitel bkc first experience great second one even better recent stay really terrific mr rohan seghal assistant restaurant manager offered tailormade service second none put nut shell difficult requests taken care straight away impossible ones took bit longer despite knowledge spices indian cuisine really amazing rohan open minded person always ready take initiatives meet customers needs comment wouldnt complete without mentioning dedicated attitude professionalism ms cindrella comes ms jagruti well end hard stressful day work nothing stop swimming pool,"Sofitel 
Pondicherry cafe 
BKC
Mumbai",-1
2nd visit hotel time found excellent sheer luxury rooms item room maintained remarkable fashion including big utility bathrooms rain shower fabulous breakfast spread disappointing veg non veg eaters lunch dinner though spread tolerable didnt excite anybodys taste buds need work chef built good taste keeping nutritional value intact,Pleasure as always,1
hosted sons bday party must say absolutely impressed food service provided staff everything carefully taken care management food organising entire event thanks entire team making event successful one regards arpit bansal,"Mumbai, Mumbai ",1
take time mention visit sofitel amazing experience staff courteous names remember club millesieme rahul mayur service standards excellent courteous helpful front desk cooperative,wedding function,1
entering hotel well greetedthe check process quick due online check inthe room awesomethe pool 3rd floor l shape goodoverall stay experience awesome,SOFITEL BKC THE ultimate hotel ,1
recently stayed sofitel mumbai 6 nights really enjoyed stay hotel luxurious exquisite breakfast buffet pondicherry restaurant world staff morning evening teams friendly professional always work smile special thanks following people contributed making stay memorable evening pc team comprising shinglai hiralal dhir randeep sommita breakfast team kanchan arjun cinderalla farzana thanks rony purvashi front desk accommodating thank everyone mentioned passion dedication customer satisfaction,Good stay,1
booked sofitel corporate event focussed key senior customers great experience decision sofitel ensured end end process seamlessly handled firstly communication flawless quick able quotes booking quickly execution brilliant team recommended event may need mentioned proactive setup attention detail fantastic zero glitches delivering plus needed good consistent wifi handled team well av set way time test problems room set exceptional standards signage points,Excelllent service,1
favourite coffee time favourite place artisans cafe guys pls visit peaceful time love room super awesome stay best deal offers pondicherry best breakfast buffet,Staff 👍,1
stayed last weekend one day took upgrade club room amazing experience excellent food amazing comfy rooms 14th floor staff really helpful wonderful team made stay special big thank ms trupti tank cooperative made stay memorablewould come back sure,Pleasant Stay,1
ambience service gudthe food delicioustusker pure veg restaurant services well informed hit suggest u feel well safelyspacely vikas help us much,Holiday in May 2017,1
memorable stay service awesome staff warm cant wait back enjoy many special occasions special thanks neha desai making possible priyanka jena vrushali executing things perfection,Great for events- hassle and worry free property and excellent team -high standards,1
perfect every year room staff check check restaurants food pondichery cafe club 14th floor personal attention key high ratings property gets consistently visit hotel mumbai lap hospitality,Coffee it is,1
although stay frequently hotel always stuff makes time worthwhile rahul mayur sujay merwyn myrone vrushali rohan nithes amol rohit trupit forgot club lounge managers stuff thanks lot making stay magnifique,Amazing experience,1
wedding function taken approx 40 rooms rooms good service excellent special thanks sushma roy cooperative professional amazing time will definitely come back thank sofitel special thanks sushma,Tusker veg food,1
called reservations book base category room ur staff neha assisted book club room along many benefits reallyyy gud price deal club millesime one kind lounge grt food staff trupti really efficient took care stay will recommend everyone try club rooms try value added services will surely visit,Mom's 65th Bday,1
amazing teamthe staffs extremely attentive friendly without overbearingno request small big specially arjun comes everytime table smile face though restaurant full busythe breakfast buffet various cuisines really authentic tastes greatsurely coming back,Annual sojourn,1
arrival check staff extremely attentive listened requests executed needs expectations every time choosing upgrade club floor easy meals drinks service well worth,Amazing Club Lounge hospitality,1
2nd visit luxurious hotelmust say though came almost 6 months staff still recognized us took higher category room additional 3000 rupees worthreception staff 14th floor helpful please let us know packages coming july celebrating 10th wedding anniversary,Wedding function,1
great location bkc good business hotel havent stayed many times lunches dinners 3 restaurants serves different cuisines definitely recommend hotel business travelers,Club Millesimee at its best,1
say stay sofitel amazing felt second home breakfast gym sauna pool room etc everything perfect people calm nice others miss hotel celebrated sisters birthday hotel everyone wished day someone missed wished next day going stay now whenever visit mumbai special thanks staff hinal shah arranged surprise cake sister thanks,No one can beat Indian hospitality 🖒,1
pondicherry cafe buffet friends loved place especially mentioning mr arjun pondicherry cafe served us well infectitious smile young gentleman treated us royalty incredible exceptional staff much high energy,I'll be Back,1
place hospitality personified one night stay son applied visa us consulate appear interviewi booked room access lounge checked online arrived 30 mins early check process extremely smooth room ready clean spacious liking espresso maker room great people coffee addicts restaurant pondichery cafe serves great buffet spread food beyond delicious service best always smile la carte lounge evening served delicious hot meals cold meals make mean cocktails service beyond imagination,Comfortable stay,1
friends first time food drinks way greeted treated hotel staff commendable especially girl front desk pooja lovely way talking pretty helpful asset hotel sure well now talking food drinks tuskers omg awesome overall suggest everyone visit place take amazing experience thats reason recommended friends family visit place will visit soon,Business hotel,1
food authentic thanks chef janakidas chef anil pal made tasty mouth watering dishes warmth thankss quality tasty food special thanks chef viraj kapate wonderful hospitality overall wonderful experience,Just Love it,1
one best place enjoy veg food lovely ambiance lovely music serve onion garlic variation menu quite interesting service staff chefs good spacilly thanks vikas help food servicebest staff visit soon,Friendly staff and good Ambience,1
review specifically pondichery cafe sofitel recently event stayed sofitel stay team dinner breakfast pondichery cafe love ambiancefood service sofitel sofitel top 5 best hotels list hotel well maintained looks lavishing always chosen sofitel events best part hotel friendliness staff makes feel special special thanks mr dhir raj bhattarai assistant manager pondichery cafe continuously serve us well treated staff definitely coming back soon family lunch dinner highly recommended,A great place in the city,1
dont even know begin whenever arrived back hotel evening returning royal palace treated royalty every small concern mine big concern something special particular 5star hotel something genuine aim please melwyn others concierge everything needed ship things even sent guy room brought boxes packed everything right room took said boxes ship india month began ended journey mumbai sofitel visited kolkata taxi driver stole brand new samsung phone returned 2nd stay within month sofitel concierge team even,Best Experince Ever,1
nice modern clean rooms amenities next time need check spa gym incredible exceptional restaurant serving diversified foods delicious staff great attentive happy help going way assist business around finance center bkc north city location perfect,Good service lovely ambience,1
staff morning cafe truly world class subhram prashant mithil arjun made trip much memorable positive way beyond breakfast meal opportunity learn little indian culture trip,To try some veg rajasthani food,1
food lovely ambience soon cool kofta soon yamee partner love food good service n food recommend vikashole staff gud will visit lovely veg food,Delicious food & Awesome expirence Love it,1
outstanding staffno exception far best hotel experience stayed many every staff went duty never felt pampered look forward come back soon,Customer Service Here is 2nd to None IN THE ENTIRE WORLD,1
staying 3 weeks really enjoyed stay perfect roombed good food club millesime access really felt personalised approach personnel open taking care merwyn denver remembered preferences guest trupti supportive admin questions pleasant chats look formality remembered discussed several days ago housekeeping team bharat prashant excellent taking care room really appreciate service delivered sofitels team appears sincere will hardly meet something similar countries based experience thank lot,Great for short business trips,1
